,,,,,,,,Carrocería,,,,,,,,,,,,,,,,,,,Motor,,,,,,,,,,,,,,Transmisión y control,,,,Prestaciones y consumos homologados,,,,,,,,,Suspensión y frenos,,,,
42082,Audi,100,S3,1982,1988,Avant Berlina,2.2 T MT (165 CV),Berlina,5,4792,1814,1422,2687,1476,1471,,,,,1306,,1920,644,584,1890,3390,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Mecánica,Frente,"11,6",5,95,213,,10,"8,2",,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42083,Audi,100,S3,1982,1988,Avant Berlina,2.2 T quattro MT (165 CV),Berlina,5,4792,1814,1422,2687,1476,1471,,,,,1373,,1920,644,627,2000,3800,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Mecánica,tracción en las cuatro ruedas,"11,6",5,98,213,,"11,1","8,2",,,80,,Discos ventilados,Discos,"No corte el puente, Barra Panhard, Amortiguadores, resorte helicoidal","Independiente, La palanca trapezoidal",
190220,Audi,100,S3,1982,1988,Avant Berlina,2.3 AT (136 CV),Berlina,5,4792,1814,1422,2687,1476,1485,,,,,1234,,1920,644,606,1840,3290,Gasolina,2309,136,à 5 600,190,Inyección multipunto,Inline,5,,"82,5","86,4",2,à 4 000,,Expendedora,Frente,"11,6",4,95,196,,"9,7","11,7",,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
190221,Audi,100,S3,1982,1988,Avant Berlina,2.3 MT (136 CV),Berlina,5,4792,1814,1422,2687,1476,1485,,,,,1234,,1920,644,606,1840,3290,Gasolina,2309,136,à 5 600,190,Inyección multipunto,Inline,5,,"82,5","86,4",2,à 4 000,,Mecánica,Frente,"11,6",5,95,199,,"9,1",10,,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
190222,Audi,100,S3,1982,1988,Avant Berlina,2.3 quattro MT (136 CV),Berlina,5,4792,1814,1422,2687,1476,1490,,,,,1358,,1920,644,592,1950,3500,Gasolina,2309,136,à 5 600,190,Inyección multipunto,Inline,5,,"82,5","86,4",2,à 4 000,,Mecánica,tracción en las cuatro ruedas,"11,6",5,98,199,,"9,5","10,2",,,80,,Discos ventilados,Discos,"No corte el puente, Barra Panhard, Amortiguadores, resorte helicoidal","Independiente, La palanca trapezoidal",
42017,Audi,100,S3,1982,1988,Sedan,1.8 AT (90 CV),Sedán,5,4792,1814,1422,2687,1468,1467,860/880,,,,1084,,570,570,506,1590,,Gasolina,1781,90,à 5 200,145,Carburador,Inline,4,,81,"86,4",2,à 3 300,,Expendedora,Frente,"11,6",3,95,173,"9,4",,"14,1",de 850,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42016,Audi,100,S3,1982,1988,Sedan,1.8 MT (75 CV),Sedán,5,4792,1814,1422,2687,1468,1467,850/880,,,,1059,,570,570,521,1580,2880,Gasolina,1781,75,à 4 600,138,Carburador,Inline,4,,81,"86,4",2,à 2 500,,Mecánica,Frente,"11,6",4,95,165,"9,8",,"14,9",de 820,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
190208,Audi,100,S3,1982,1988,Sedan,1.8 MT (90 CV),Sedán,5,4792,1814,1422,2687,1468,1467,860/880,,,,1084,,570,570,506,1590,2890,Gasolina,1781,90,à 5 200,145,Carburador,Inline,4,,81,"86,4",2,à 3 300,,Mecánica,Frente,"11,6",4,95,176,"9,3",,12,de 860,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42023,Audi,100,S3,1982,1988,Sedan,1.8 quattro MT (90 CV),Sedán,5,4792,1814,1422,2687,1468,1494,860/1050,,,,1240,130,570,570,550,1790,3040,Gasolina,1781,90,à 5 200,150,Carburador,Inline,4,,81,"86,4",2,à 3 300,,Mecánica,tracción en las cuatro ruedas,"11,6",5,98,176,"11,9",,"12,9",de 670,,80,,Discos ventilados,Discos,"No corte el puente, Barra Panhard, Amortiguadores, resorte helicoidal","Independiente, La palanca trapezoidal",
42024,Audi,100,S3,1982,1988,Sedan,1.9 AT (100 CV),Sedán,5,4792,1814,1422,2687,1476,1467,955/880,,,,1120,,570,570,525,1645,3045,Gasolina,1921,100,à 5 600,150,Carburador,Inline,4,,"79,5","77,4",2,à 3 200,,Expendedora,Frente,"11,6",3,95,173,"11,5",,"14,1",de 700,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42025,Audi,100,S3,1982,1988,Sedan,1.9 MT (100 CV),Sedán,5,4792,1814,1422,2687,1476,1467,955/880,,,,1120,,570,570,525,1645,2945,Gasolina,1921,100,à 5 600,150,Carburador,Inline,4,,"79,5","77,4",2,à 3 200,,Mecánica,Frente,"11,6",4,95,176,"10,9",,"12,2",de 730,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42027,Audi,100,S3,1982,1988,Sedan,2.0 AT (115 CV),Sedán,5,4792,1814,1422,2687,1468,1467,1030/920,,,,1210,,570,570,590,1800,3200,Gasolina,1994,115,à 5 200,170,Inyección multipunto,Inline,5,,81,"77,4",2,à 3 000,,Expendedora,Frente,"11,6",4,95,186,"12,5",,"12,6",de 640,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
171258,Audi,100,S3,1982,1988,Sedan,2.0 D AT (70 CV),Sedán,5,4792,1814,1422,2687,1468,1467,1030/920,,,,1223,,570,570,577,1800,3000,Diesel,1986,70,à 4 800,123,La inyección directa,Inline,5,,"76,5","86,4",2,à 2 800,,Expendedora,Frente,"11,6",4,Diesel,153,,,"21,8",,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42034,Audi,100,S3,1982,1988,Sedan,2.0 D MT (70 CV),Sedán,5,4792,1814,1422,2687,1468,1467,1030/920,,,,1223,,570,570,577,1800,3000,Diesel,1986,70,à 4 800,123,La inyección directa,Inline,5,,"76,5","86,4",2,à 2 800,,Mecánica,Frente,"11,6",5,Diesel,156,9,,"18,6",de 890,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42031,Audi,100,S3,1982,1988,Sedan,2.0 MT (115 CV),Sedán,5,4792,1814,1422,2687,1468,1467,1030/920,,,,1210,,570,570,590,1800,3100,Gasolina,1994,115,à 5 200,170,Inyección multipunto,Inline,5,,81,"77,4",2,à 3 000,,Mecánica,Frente,"11,6",5,95,190,"11,6",,"10,7",de 690,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
171259,Audi,100,S3,1982,1988,Sedan,2.0 TD AT (87 CV),Sedán,5,4792,1814,1422,2687,1468,1467,1050/880,,,,1223,,570,570,527,1750,,Diesel,1986,87,à 4 500,172,La inyección directa,Inline,5,Turbo,"76,5","86,4",2,à 2 750,hay,Expendedora,Frente,"11,6",4,Diesel,164,,,"15,6",,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42035,Audi,100,S3,1982,1988,Sedan,2.0 TD MT (87 CV),Sedán,5,4792,1814,1422,2687,1468,1467,1050/880,,,,1223,,570,570,527,1750,3250,Diesel,1986,87,à 4 500,172,La inyección directa,Inline,5,Turbo,"76,5","86,4",2,à 2 750,hay,Mecánica,Frente,"11,6",5,Diesel,172,9,,"13,1",de 890,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42036,Audi,100,S3,1982,1988,Sedan,2.1 AT (136 CV),Sedán,5,4792,1814,1422,2687,1476,1467,995/880,,,,1160,,570,570,550,1710,3310,Gasolina,2144,136,à 5 700,180,Inyección multipunto,Inline,5,,"79,5","86,4",2,à 4 800,,Expendedora,Frente,"11,6",3,95,193,"13,2",,"13,3",de 610,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42037,Audi,100,S3,1982,1988,Sedan,2.1 MT (136 CV),Sedán,5,4792,1814,1422,2687,1476,1467,995/880,,,,1160,,570,570,550,1710,3210,Gasolina,2144,136,à 5 700,180,Inyección multipunto,Inline,5,,"79,5","86,4",2,à 4 800,,Mecánica,Frente,"11,6",4,95,200,"12,5",,"10,3",de 640,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
190209,Audi,100,S3,1982,1988,Sedan,2.2 AT (138 CV),Sedán,5,4792,1814,1422,2687,1468,1467,1030/920,,,,1219,,570,570,581,1800,3400,Gasolina,2226,138,à 5 700,188,Inyección multipunto,Inline,5,,81,"86,4",2,à 3 500,,Expendedora,Frente,"11,6",4,95,199,"12,7",,"11,3",de 630,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
190210,Audi,100,S3,1982,1988,Sedan,2.2 MT (138 CV),Sedán,5,4792,1814,1422,2687,1468,1467,1030/920,,,,1219,,570,570,581,1800,3300,Gasolina,2226,138,à 5 700,188,Inyección multipunto,Inline,5,,81,"86,4",2,à 3 500,,Mecánica,Frente,"11,6",5,95,202,"12,4",,"9,7",de 650,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42045,Audi,100,S3,1982,1988,Sedan,2.2 quattro MT (138 CV),Sedán,5,4792,1814,1422,2687,1468,1494,1030/1020,,,,1330,130,570,570,550,1880,3480,Gasolina,2226,138,à 5 700,188,Inyección multipunto,Inline,5,,81,"86,4",2,à 3 500,,Mecánica,tracción en las cuatro ruedas,"11,6",5,98,202,"12,9",,"9,9",de 620,,80,,Discos ventilados,Discos,"No corte el puente, Barra Panhard, Amortiguadores, resorte helicoidal","Independiente, La palanca trapezoidal",
42039,Audi,100,S3,1982,1988,Sedan,2.2 T AT (165 CV),Sedán,5,4792,1814,1422,2687,1476,1471,,,,,1266,,570,570,584,1850,3400,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Expendedora,Frente,"11,6",4,95,212,,"10,9","9,2",,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42047,Audi,100,S3,1982,1988,Sedan,2.2 T MT (165 CV),Sedán,5,4792,1814,1422,2687,1476,1471,,,,,1266,,570,570,584,1850,3400,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Mecánica,Frente,"11,6",5,95,216,,"9,7",8,,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
42046,Audi,100,S3,1982,1988,Sedan,2.2 T quattro MT (165 CV),Sedán,5,4792,1814,1422,2687,1476,1471,,,,,1350,,570,570,610,1960,3660,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Mecánica,tracción en las cuatro ruedas,"11,6",5,98,216,,"10,8",8,,,80,,Discos ventilados,Discos,"No corte el puente, Barra Panhard, Amortiguadores, resorte helicoidal","Independiente, La palanca trapezoidal",
190211,Audi,100,S3,1982,1988,Sedan,2.3 AT (136 CV),Sedán,5,4792,1814,1422,2687,1476,1485,,,,,1223,,570,570,577,1800,3300,Gasolina,2309,136,à 5 600,190,Inyección multipunto,Inline,5,,"82,5","86,4",2,à 4 000,,Expendedora,Frente,"11,6",4,95,198,,"9,4","11,5",,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
190212,Audi,100,S3,1982,1988,Sedan,2.3 MT (136 CV),Sedán,5,4792,1814,1422,2687,1476,1485,,,,,1223,,570,570,577,1800,3300,Gasolina,2309,136,à 5 600,190,Inyección multipunto,Inline,5,,"82,5","86,4",2,à 4 000,,Mecánica,Frente,"11,6",5,95,201,,"8,9","9,8",,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
190213,Audi,100,S3,1982,1988,Sedan,2.3 quattro MT (136 CV),Sedán,5,4792,1814,1422,2687,1476,1490,,,,,1334,,570,570,576,1910,3510,Gasolina,2309,136,à 5 600,190,Inyección multipunto,Inline,5,,"82,5","86,4",2,à 4 000,,Mecánica,tracción en las cuatro ruedas,"11,6",5,98,201,,"9,2",10,,,80,,Discos ventilados,Discos,"No corte el puente, Barra Panhard, Amortiguadores, resorte helicoidal","Independiente, La palanca trapezoidal",
64339,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.0 AT (115 CV),Berlina,5,4793,1814,1421,2687,1476,1483,1030/980,,,,1263,140,1837,1837,577,1840,3190,Gasolina,1994,115,à 5 400,172,Inyección multipunto,Inline,5,,81,"77,4",2,à 4 000,,Expendedora,Frente,"11,6",4,95,184,"11,9",,"12,8",de 670,,80,,Discos ventilados,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64340,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.0 MT (115 CV),Berlina,5,4793,1814,1421,2687,1476,1483,1030/980,,,,1245,140,1837,1837,595,1840,3090,Gasolina,1994,115,à 5 400,172,Inyección multipunto,Inline,5,,81,"77,4",2,à 4 000,,Mecánica,Frente,"11,6",5,95,188,"11,4",,"10,9",de 700,,80,,Discos ventilados,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64341,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.0 TD MT (100 CV),Berlina,5,4793,1814,1421,2687,1476,1483,1050/980,,,,1301,140,1837,1837,589,1890,3340,Diesel,1986,100,à 4 500,192,La inyección directa,Inline,5,Turbo,"76,5","86,4",2,de 2 200 à 2 300,hay,Mecánica,Frente,"11,6",5,Diesel,183,"8,7",,"12,8",de 920,,80,,Discos ventilados,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64342,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.2 T AT (165 CV),Berlina,5,4793,1814,1421,2687,1476,1471,1070/980,,,,1303,140,1837,1837,587,1890,3490,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Expendedora,Frente,"11,6",4,95,209,"14,4",,"9,4",de 560,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64345,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.2 T MT (165 CV),Berlina,5,4793,1814,1421,2687,1476,1471,1070/980,,,,1306,140,1837,1837,584,1890,3390,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Mecánica,Frente,"11,6",5,95,213,"13,2",,"8,2",de 610,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64346,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.2 T quattro MT (165 CV),Berlina,5,4793,1814,1421,2687,1476,1471,1070/1050,,,,1373,130,1837,1837,627,2000,3800,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Mecánica,tracción en las cuatro ruedas,"11,6",5,95,213,"14,9",,"8,2",de 540,,80,,Discos ventilados,Discos,"No corte el puente, Barra Panhard, Amortiguadores, resorte helicoidal","Independiente, La palanca trapezoidal",
193082,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.3 AT (136 CV),Berlina,5,4793,1814,1421,2687,1476,1485,1030/980,,,,1254,140,1837,1837,586,1840,3390,Gasolina,2309,136,à 5 600,190,Inyección multipunto,Inline,5,,"82,5","86,4",2,à 4 000,,Expendedora,Frente,"11,6",4,95,196,"11,9",,"11,7",de 670,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
193083,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.3 MT (136 CV),Berlina,5,4793,1814,1421,2687,1476,1485,1030/980,,,,1234,140,1837,1837,606,1840,3290,Gasolina,2309,136,à 5 600,190,Inyección multipunto,Inline,5,,"82,5","86,4",2,à 4 000,,Mecánica,Frente,"11,6",5,95,199,"11,4",,10,de 700,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64349,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.3 quattro MT (136 CV),Berlina,5,4793,1814,1421,2687,1476,1490,1030/1050,,,,1358,130,1837,1837,592,1950,3500,Gasolina,2309,136,à 5 600,190,Inyección multipunto,Inline,5,,"82,5","86,4",2,à 4 000,,Mecánica,tracción en las cuatro ruedas,"11,6",5,95,199,"11,9",,"10,2",de 670,,80,,Discos,Discos,"No corte el puente, Barra Panhard, Amortiguadores, resorte helicoidal","Independiente, La palanca trapezoidal",
64353,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.4 D MT (82 CV),Berlina,5,4793,1814,1421,2687,1476,1483,1050/980,,,,1248,140,1837,1837,642,1890,3090,Diesel,2370,82,à 4 400,164,La inyección directa,Inline,5,,"79,5","95,5",2,à 2 400,,Mecánica,Frente,"11,6",5,Diesel,164,"9,3",,17,de 860,,80,,Discos ventilados,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64354,Audi,100,S3 [restyling],1988,1990,Avant Berlina,2.5 TDI MT (120 CV),Berlina,5,4793,1814,1421,2687,1476,1483,1050/980,,,,1360,140,1837,1837,550,1910,3410,Diesel,2460,120,à 4 250,265,La inyección directa,Inline,5,Turbo,81,"95,5",2,à 2 250,hay,Mecánica,Frente,"11,6",5,Diesel,198,"7,2",,"10,1",de 1 110,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64146,Audi,100,S3 [restyling],1988,1990,Sedan,2.0 AT (115 CV),Sedán,5,4793,1814,1421,2687,1476,1483,1030/950,,,,1244,127,570,570,556,1800,3200,Gasolina,1994,115,à 5 400,172,Inyección multipunto,Inline,5,,81,"77,4",2,à 4 000,,Expendedora,Frente,"11,6",4,95,186,"11,9",,"12,6",de 670,,80,,Discos ventilados,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64145,Audi,100,S3 [restyling],1988,1990,Sedan,2.0 MT (115 CV),Sedán,5,4793,1814,1421,2687,1476,1483,1030/950,,,,1230,127,570,570,570,1800,3100,Gasolina,1994,115,à 5 400,172,Inyección multipunto,Inline,5,,81,"77,4",2,à 4 000,,Mecánica,Frente,"11,6",5,95,190,"11,4",,"10,7",de 700,,80,,Discos ventilados,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64147,Audi,100,S3 [restyling],1988,1990,Sedan,2.0 TD MT (100 CV),Sedán,5,4793,1814,1421,2687,1476,1483,1050/950,,,,1278,127,570,570,572,1850,3300,Diesel,1986,100,à 4 500,192,La inyección directa,Inline,5,Turbo,"76,5","86,4",2,de 2 200 à 2 300,hay,Mecánica,Frente,"11,6",5,Diesel,185,"8,7",,"12,3",de 920,,80,,Discos,tambor,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64148,Audi,100,S3 [restyling],1988,1990,Sedan,2.2 T AT (165 CV),Sedán,5,4793,1814,1421,2687,1476,1471,1070/950,,,,1263,127,570,570,587,1850,3450,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Expendedora,Frente,"11,6",4,95,212,"14,4",,"9,2",de 560,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64153,Audi,100,S3 [restyling],1988,1990,Sedan,2.2 T MT (165 CV),Sedán,5,4793,1814,1421,2687,1476,1471,1070/950,,,,1266,127,570,570,584,1850,3400,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Mecánica,Frente,"11,6",5,95,216,"13,2",,8,de 610,,80,,Discos ventilados,Discos,"Independiente, Palanca, Amortiguadores, la primavera, Barra estabilizadora","En el brazo de remolque, Barra Panhard, Amortiguadores, resorte helicoidal",
64152,Audi,100,S3 [restyling],1988,1990,Sedan,2.2 T quattro MT (165 CV),Sedán,5,4793,1814,1421,2687,1476,1471,1070/1020,,,,1350,130,570,570,610,1960,3660,Gasolina,2226,165,à 5 500,240,Inyección multipunto,Inline,5,Turbo,81,"86,4",2,à 3 000,hay,Mecánica,tracción en las cuatro ruedas,"11,6",5,95,216,"14,9",,8,de 540,,80,,Discos ventilados,Discos,"No corte el puente, Barra Panhard, Amortiguadores, resorte helicoidal","Independiente, La palanca trapezoidal",
